zip,type,primary_city,state
13020,PO BOX,Apulia Station,NY
13021,STANDARD,Auburn,NY
13022,PO BOX,Auburn,NY
13024,UNIQUE,Auburn,NY
13026,STANDARD,Aurora,NY
13027,STANDARD,Baldwinsville,NY
13028,STANDARD,Bernhards Bay,NY
13029,STANDARD,Brewerton,NY
13030,STANDARD,Bridgeport,NY
13031,STANDARD,Camillus,NY
13032,STANDARD,Canastota,NY
13033,STANDARD,Cato,NY
13034,STANDARD,Cayuga,NY
13035,STANDARD,Cazenovia,NY
13036,STANDARD,Central Square,NY
13037,STANDARD,Chittenango,NY
13039,STANDARD,Cicero,NY
13040,STANDARD,Cincinnatus,NY
13041,STANDARD,Clay,NY
13042,STANDARD,Cleveland,NY
13043,PO BOX,Clockville,NY
13044,STANDARD,Constantia,NY
13045,STANDARD,Cortland,NY
13051,PO BOX,Delphi Falls,NY
13052,STANDARD,De Ruyter,NY
13053,STANDARD,Dryden,NY
13054,STANDARD,Durhamville,NY
13056,PO BOX,East Homer,NY
13057,STANDARD,East Syracuse,NY
13060,STANDARD,Elbridge,NY
13061,STANDARD,Erieville,NY
13062,PO BOX,Etna,NY
13063,STANDARD,Fabius,NY
13064,PO BOX,Fair Haven,NY
13065,PO BOX,Fayette,NY
13066,STANDARD,Fayetteville,NY
13068,STANDARD,Freeville,NY
13069,STANDARD,Fulton,NY
13071,STANDARD,Genoa,NY
13072,STANDARD,Georgetown,NY
13073,STANDARD,Groton,NY
13074,STANDARD,Hannibal,NY
13076,STANDARD,Hastings,NY
13077,STANDARD,Homer,NY
13078,STANDARD,Jamesville,NY
13080,STANDARD,Jordan,NY
13081,STANDARD,King Ferry,NY
13082,STANDARD,Kirkville,NY
13083,STANDARD,Lacona,NY
13084,STANDARD,La Fayette,NY
13087,PO BOX,Little York,NY
13088,STANDARD,Liverpool,NY
13089,PO BOX,Liverpool,NY
13090,STANDARD,Liverpool,NY
13092,STANDARD,Locke,NY
13093,PO BOX,Lycoming,NY
13101,STANDARD,Mc Graw,NY
13102,PO BOX,Mc Lean,NY
13103,STANDARD,Mallory,NY
13104,STANDARD,Manlius,NY
13107,PO BOX,Maple View,NY
13108,STANDARD,Marcellus,NY
13110,STANDARD,Marietta,NY
13111,STANDARD,Martville,NY
13112,STANDARD,Memphis,NY
13113,PO BOX,Meridian,NY
13114,STANDARD,Mexico,NY
13115,PO BOX,Minetto,NY
13116,STANDARD,Minoa,NY
13117,PO BOX,Montezuma,NY
13118,STANDARD,Moravia,NY
13119,PO BOX,Mottville,NY
13120,STANDARD,Nedrow,NY
13121,PO BOX,New Haven,NY
13122,STANDARD,New Woodstock,NY
13123,PO BOX,North Bay,NY
13124,STANDARD,North Pitcher,NY
13126,STANDARD,Oswego,NY
13131,STANDARD,Parish,NY
13132,STANDARD,Pennellville,NY
13134,PO BOX,Peterboro,NY
13135,STANDARD,Phoenix,NY
13136,STANDARD,Pitcher,NY
13137,PO BOX,Plainville,NY
13138,PO BOX,Pompey,NY
13139,PO BOX,Poplar Ridge,NY
13140,STANDARD,Port Byron,NY
13141,STANDARD,Preble,NY
13142,STANDARD,Pulaski,NY
13143,STANDARD,Red Creek,NY
13144,STANDARD,Richland,NY
13145,STANDARD,Sandy Creek,NY
13146,STANDARD,Savannah,NY
13147,STANDARD,Scipio Center,NY
13148,STANDARD,Seneca Falls,NY
13152,STANDARD,Skaneateles,NY
13153,PO BOX,Skaneateles Falls,NY
13154,PO BOX,South Butler,NY
13155,STANDARD,South Otselic,NY
13156,STANDARD,Sterling,NY
13157,PO BOX,Sylvan Beach,NY
13158,STANDARD,Truxton,NY
13159,STANDARD,Tully,NY
13160,STANDARD,Union Springs,NY
13162,PO BOX,Verona Beach,NY
13163,PO BOX,Wampsville,NY
13164,STANDARD,Warners,NY
13165,STANDARD,Waterloo,NY
13166,STANDARD,Weedsport,NY
13167,STANDARD,West Monroe,NY
13201,PO BOX,Syracuse,NY
13202,STANDARD,Syracuse,NY
13203,STANDARD,Syracuse,NY
13204,STANDARD,Syracuse,NY
13205,STANDARD,Syracuse,NY
13206,STANDARD,Syracuse,NY
13207,STANDARD,Syracuse,NY
13208,STANDARD,Syracuse,NY
13209,STANDARD,Syracuse,NY
13210,STANDARD,Syracuse,NY
13211,STANDARD,Syracuse,NY
13212,STANDARD,Syracuse,NY
13214,STANDARD,Syracuse,NY
13215,STANDARD,Syracuse,NY
13217,PO BOX,Syracuse,NY
13218,PO BOX,Syracuse,NY
13219,STANDARD,Syracuse,NY
13220,PO BOX,Syracuse,NY
13221,PO BOX,Syracuse,NY
13224,STANDARD,Syracuse,NY
13225,UNIQUE,Syracuse,NY
13235,PO BOX,Syracuse,NY
13244,UNIQUE,Syracuse,NY
13250,UNIQUE,Syracuse,NY
13251,UNIQUE,Syracuse,NY
13252,UNIQUE,Syracuse,NY
13261,PO BOX,Syracuse,NY
13290,STANDARD,Syracuse,NY
13301,STANDARD,Alder Creek,NY
13302,STANDARD,Altmar,NY
13303,STANDARD,Ava,NY
13304,STANDARD,Barneveld,NY
13305,PO BOX,Beaver Falls,NY
13308,STANDARD,Blossvale,NY
13309,STANDARD,Boonville,NY
13310,STANDARD,Bouckville,NY
13312,PO BOX,Brantingham,NY
13313,PO BOX,Bridgewater,NY
13314,STANDARD,Brookfield,NY
13315,STANDARD,Burlington Flats,NY
13316,STANDARD,Camden,NY
13317,STANDARD,Canajoharie,NY
13318,STANDARD,Cassville,NY
13319,STANDARD,Chadwicks,NY
13320,STANDARD,Cherry Valley,NY
13321,PO BOX,Clark Mills,NY
13322,STANDARD,Clayville,NY
13323,STANDARD,Clinton,NY
13324,STANDARD,Cold Brook,NY
13325,STANDARD,Constableville,NY
13326,STANDARD,Cooperstown,NY
13327,STANDARD,Croghan,NY
13328,STANDARD,Deansboro,NY
13329,STANDARD,Dolgeville,NY
13331,STANDARD,Eagle Bay,NY
13332,STANDARD,Earlville,NY
13333,STANDARD,East Springfield,NY
13334,STANDARD,Eaton,NY
13335,STANDARD,Edmeston,NY
13337,STANDARD,Fly Creek,NY
13338,STANDARD,Forestport,NY
13339,STANDARD,Fort Plain,NY
13340,STANDARD,Frankfort,NY
13341,PO BOX,Franklin Springs,NY
13342,STANDARD,Garrattsville,NY
13343,STANDARD,Glenfield,NY
13345,STANDARD,Greig,NY
13346,STANDARD,Hamilton,NY
13348,STANDARD,Hartwick,NY
13350,STANDARD,Herkimer,NY
13352,PO BOX,Hinckley,NY
13353,PO BOX,Hoffmeister,NY
13354,STANDARD,Holland Patent,NY
13355,STANDARD,Hubbardsville,NY
13357,STANDARD,Ilion,NY
13360,STANDARD,Inlet,NY
13361,STANDARD,Jordanville,NY
13362,PO BOX,Knoxboro,NY
13363,STANDARD,Lee Center,NY
13364,PO BOX,Leonardsville,NY
13365,STANDARD,Little Falls,NY
13367,STANDARD,Lowville,NY
13368,STANDARD,Lyons Falls,NY
13401,PO BOX,Mc Connellsville,NY
13402,STANDARD,Madison,NY
13403,STANDARD,Marcy,NY
13404,PO BOX,Martinsburg,NY
13406,STANDARD,Middleville,NY
13407,STANDARD,Mohawk,NY
13408,STANDARD,Morrisville,NY
13409,STANDARD,Munnsville,NY
13410,PO BOX,Nelliston,NY
13411,STANDARD,New Berlin,NY
13413,STANDARD,New Hartford,NY
13415,STANDARD,New Lisbon,NY
13416,STANDARD,Newport,NY
13417,STANDARD,New York Mills,NY
13418,STANDARD,North Brookfield,NY
13420,STANDARD,Old Forge,NY
13421,STANDARD,Oneida,NY
13424,STANDARD,Oriskany,NY
13425,STANDARD,Oriskany Falls,NY
13426,PO BOX,Orwell,NY
13428,STANDARD,Palatine Bridge,NY
13431,STANDARD,Poland,NY
13433,STANDARD,Port Leyden,NY
13435,PO BOX,Prospect,NY
13436,STANDARD,Raquette Lake,NY
13437,STANDARD,Redfield,NY
13438,STANDARD,Remsen,NY
13439,STANDARD,Richfield Springs,NY
13440,STANDARD,Rome,NY
13441,STANDARD,Rome,NY
13442,PO BOX,Rome,NY
13449,UNIQUE,Rome,NY
13450,STANDARD,Roseboom,NY
13452,STANDARD,Saint Johnsville,NY
13454,STANDARD,Salisbury Center,NY
13455,PO BOX,Sangerfield,NY
13456,STANDARD,Sauquoit,NY
13457,PO BOX,Schuyler Lake,NY
13459,STANDARD,Sharon Springs,NY
13460,STANDARD,Sherburne,NY
13461,STANDARD,Sherrill,NY
13464,STANDARD,Smyrna,NY
13465,STANDARD,Solsville,NY
13468,STANDARD,Springfield Center,NY
13469,STANDARD,Stittville,NY
13470,STANDARD,Stratford,NY
13471,STANDARD,Taberg,NY
13472,PO BOX,Thendara,NY
13473,STANDARD,Turin,NY
13475,STANDARD,Van Hornesville,NY
13476,STANDARD,Vernon,NY
13477,STANDARD,Vernon Center,NY
13478,STANDARD,Verona,NY
13479,PO BOX,Washington Mills,NY
13480,STANDARD,Waterville,NY
13482,STANDARD,West Burlington,NY
13483,STANDARD,Westdale,NY
13484,PO BOX,West Eaton,NY
13485,STANDARD,West Edmeston,NY
13486,STANDARD,Westernville,NY
13488,STANDARD,Westford,NY
13489,STANDARD,West Leyden,NY
13490,STANDARD,Westmoreland,NY
13491,STANDARD,West Winfield,NY
13492,STANDARD,Whitesboro,NY
13493,STANDARD,Williamstown,NY
13494,STANDARD,Woodgate,NY
13495,STANDARD,Yorkville,NY
13501,STANDARD,Utica,NY
13502,STANDARD,Utica,NY
13503,PO BOX,Utica,NY
13504,PO BOX,Utica,NY
13505,PO BOX,Utica,NY
13599,UNIQUE,Utica,NY
13601,STANDARD,Watertown,NY
13602,STANDARD,Fort Drum,NY
13603,STANDARD,Watertown,NY
13605,STANDARD,Adams,NY
13606,STANDARD,Adams Center,NY
13607,STANDARD,Alexandria Bay,NY
13608,STANDARD,Antwerp,NY
13611,PO BOX,Belleville,NY
13612,STANDARD,Black River,NY
13613,STANDARD,Brasher Falls,NY
13614,STANDARD,Brier Hill,NY
13615,PO BOX,Brownville,NY
13616,STANDARD,Calcium,NY
13617,STANDARD,Canton,NY
13618,STANDARD,Cape Vincent,NY
13619,STANDARD,Carthage,NY
13620,STANDARD,Castorland,NY
13621,STANDARD,Chase Mills,NY
13622,STANDARD,Chaumont,NY
13623,PO BOX,Chippewa Bay,NY
13624,STANDARD,Clayton,NY
13625,STANDARD,Colton,NY
13626,STANDARD,Copenhagen,NY
13627,PO BOX,Deer River,NY
13628,PO BOX,Deferiet,NY
13630,STANDARD,De Kalb Junction,NY
13631,PO BOX,Denmark,NY
13632,PO BOX,Depauville,NY
13633,STANDARD,De Peyster,NY
13634,STANDARD,Dexter,NY
13635,STANDARD,Edwards,NY
13636,STANDARD,Ellisburg,NY
13637,STANDARD,Evans Mills,NY
13638,STANDARD,Felts Mills,NY
13639,STANDARD,Fine,NY
13640,STANDARD,Wellesley Island,NY
13641,PO BOX,Fishers Landing,NY
13642,STANDARD,Gouverneur,NY
13643,PO BOX,Great Bend,NY
13645,PO BOX,Hailesboro,NY
13646,STANDARD,Hammond,NY
13647,PO BOX,Hannawa Falls,NY
13648,STANDARD,Harrisville,NY
13649,PO BOX,Helena,NY
13650,STANDARD,Henderson,NY
13651,PO BOX,Henderson Harbor,NY
13652,STANDARD,Hermon,NY
13654,STANDARD,Heuvelton,NY
13655,STANDARD,Hogansburg,NY
13656,STANDARD,La Fargeville,NY
13657,PO BOX,Limerick,NY
13658,STANDARD,Lisbon,NY
13659,STANDARD,Lorraine,NY
13660,STANDARD,Madrid,NY
13661,STANDARD,Mannsville,NY
13662,STANDARD,Massena,NY
13664,STANDARD,Morristown,NY
13665,STANDARD,Natural Bridge,NY
13666,PO BOX,Newton Falls,NY
13667,STANDARD,Norfolk,NY
13668,STANDARD,Norwood,NY
13669,STANDARD,Ogdensburg,NY
13670,STANDARD,Oswegatchie,NY
13671,PO BOX,Oxbow,NY
13672,STANDARD,Parishville,NY
13673,STANDARD,Philadelphia,NY
13674,PO BOX,Pierrepont Manor,NY
13675,STANDARD,Plessis,NY
13676,STANDARD,Potsdam,NY
13677,PO BOX,Pyrites,NY
13678,PO BOX,Raymondville,NY
13679,STANDARD,Redwood,NY
13680,STANDARD,Rensselaer Falls,NY
13681,STANDARD,Richville,NY
13682,STANDARD,Rodman,NY
13683,PO BOX,Rooseveltown,NY
13684,STANDARD,Russell,NY
13685,STANDARD,Sackets Harbor,NY
13687,STANDARD,South Colton,NY
13690,STANDARD,Star Lake,NY
13691,STANDARD,Theresa,NY
13692,PO BOX,Thousand Island Park,NY
13693,STANDARD,Three Mile Bay,NY
13694,STANDARD,Waddington,NY
13695,PO BOX,Wanakena,NY
13696,STANDARD,West Stockholm,NY
13697,STANDARD,Winthrop,NY
13699,UNIQUE,Potsdam,NY
13730,STANDARD,Afton,NY
13731,STANDARD,Andes,NY
13732,STANDARD,Apalachin,NY
13733,STANDARD,Bainbridge,NY
13734,STANDARD,Barton,NY
13736,STANDARD,Berkshire,NY
13737,PO BOX,Bible School Park,NY
13738,PO BOX,Blodgett Mills,NY
13739,STANDARD,Bloomville,NY
13740,STANDARD,Bovina Center,NY
13743,STANDARD,Candor,NY
13744,STANDARD,Castle Creek,NY
13745,PO BOX,Chenango Bridge,NY
13746,STANDARD,Chenango Forks,NY
13747,PO BOX,Colliersville,NY
13748,STANDARD,Conklin,NY
13749,PO BOX,Corbettsville,NY
13750,STANDARD,Davenport,NY
13751,STANDARD,Davenport Center,NY
13752,STANDARD,Delancey,NY
13753,STANDARD,Delhi,NY
13754,STANDARD,Deposit,NY
13755,STANDARD,Downsville,NY
13756,STANDARD,East Branch,NY
13757,STANDARD,East Meredith,NY
13758,PO BOX,East Pharsalia,NY
13760,STANDARD,Endicott,NY
13761,PO BOX,Endicott,NY
13762,PO BOX,Endwell,NY
13763,PO BOX,Endicott,NY
13774,PO BOX,Fishs Eddy,NY
13775,STANDARD,Franklin,NY
13776,STANDARD,Gilbertsville,NY
13777,STANDARD,Glen Aubrey,NY
13778,STANDARD,Greene,NY
13780,STANDARD,Guilford,NY
13782,STANDARD,Hamden,NY
13783,STANDARD,Hancock,NY
13784,PO BOX,Harford,NY
13786,STANDARD,Harpersfield,NY
13787,STANDARD,Harpursville,NY
13788,STANDARD,Hobart,NY
13790,STANDARD,Johnson City,NY
13794,PO BOX,Killawog,NY
13795,STANDARD,Kirkwood,NY
13796,STANDARD,Laurens,NY
13797,STANDARD,Lisle,NY
13801,STANDARD,Mc Donough,NY
13802,STANDARD,Maine,NY
13803,STANDARD,Marathon,NY
13804,STANDARD,Masonville,NY
13806,STANDARD,Meridale,NY
13807,STANDARD,Milford,NY
13808,STANDARD,Morris,NY
13809,STANDARD,Mount Upton,NY
13810,STANDARD,Mount Vision,NY
13811,STANDARD,Newark Valley,NY
13812,STANDARD,Nichols,NY
13813,STANDARD,Nineveh,NY
13814,PO BOX,North Norwich,NY
13815,STANDARD,Norwich,NY
13820,STANDARD,Oneonta,NY
13825,STANDARD,Otego,NY
13826,STANDARD,Ouaquaga,NY
13827,STANDARD,Owego,NY
13830,STANDARD,Oxford,NY
13832,STANDARD,Plymouth,NY
13833,STANDARD,Port Crane,NY
13834,STANDARD,Portlandville,NY
13835,STANDARD,Richford,NY
13837,PO BOX,Shinhopple,NY
13838,STANDARD,Sidney,NY
13839,STANDARD,Sidney Center,NY
13840,PO BOX,Smithboro,NY
13841,STANDARD,Smithville Flats,NY
13842,STANDARD,South Kortright,NY
13843,STANDARD,South New Berlin,NY
13844,STANDARD,South Plymouth,NY
13845,PO BOX,Tioga Center,NY
13846,STANDARD,Treadwell,NY
13847,PO BOX,Trout Creek,NY
13848,PO BOX,Tunnel,NY
13849,STANDARD,Unadilla,NY
13850,STANDARD,Vestal,NY
13851,PO BOX,Vestal,NY
13856,STANDARD,Walton,NY
13859,STANDARD,Wells Bridge,NY
13860,PO BOX,West Davenport,NY
13861,STANDARD,West Oneonta,NY
13862,STANDARD,Whitney Point,NY
13863,STANDARD,Willet,NY
13864,STANDARD,Willseyville,NY
13865,STANDARD,Windsor,NY
13901,STANDARD,Binghamton,NY
13902,PO BOX,Binghamton,NY
13903,STANDARD,Binghamton,NY
13904,STANDARD,Binghamton,NY
13905,STANDARD,Binghamton,NY
14001,STANDARD,Akron,NY
14004,STANDARD,Alden,NY
14005,STANDARD,Alexander,NY
14006,STANDARD,Angola,NY
14008,STANDARD,Appleton,NY
14009,STANDARD,Arcade,NY
14010,PO BOX,Athol Springs,NY
14011,STANDARD,Attica,NY
14012,STANDARD,Barker,NY
14013,STANDARD,Basom,NY
14020,STANDARD,Batavia,NY
14021,PO BOX,Batavia,NY
14024,STANDARD,Bliss,NY
14025,STANDARD,Boston,NY
14026,STANDARD,Bowmansville,NY
14027,PO BOX,Brant,NY
14028,STANDARD,Burt,NY
14029,PO BOX,Centerville,NY
14030,STANDARD,Chaffee,NY
14031,STANDARD,Clarence,NY
14032,STANDARD,Clarence Center,NY
14033,STANDARD,Colden,NY
14034,STANDARD,Collins,NY
14035,PO BOX,Collins Center,NY
14036,STANDARD,Corfu,NY
14037,STANDARD,Cowlesville,NY
14038,PO BOX,Crittenden,NY
14039,STANDARD,Dale,NY
14040,STANDARD,Darien Center,NY
14041,STANDARD,Dayton,NY
14042,STANDARD,Delevan,NY
14043,STANDARD,Depew,NY
14047,STANDARD,Derby,NY
14048,STANDARD,Dunkirk,NY
14051,STANDARD,East Amherst,NY
14052,STANDARD,East Aurora,NY
14054,STANDARD,East Bethany,NY
14055,STANDARD,East Concord,NY
14056,PO BOX,East Pembroke,NY
14057,STANDARD,Eden,NY
14058,STANDARD,Elba,NY
14059,STANDARD,Elma,NY
14060,STANDARD,Farmersville Station,NY
14061,PO BOX,Farnham,NY
14062,STANDARD,Forestville,NY
14063,STANDARD,Fredonia,NY
14065,STANDARD,Freedom,NY
14066,STANDARD,Gainesville,NY
14067,STANDARD,Gasport,NY
14068,STANDARD,Getzville,NY
14069,STANDARD,Glenwood,NY
14070,STANDARD,Gowanda,NY
14072,STANDARD,Grand Island,NY
14075,STANDARD,Hamburg,NY
14080,STANDARD,Holland,NY
14081,STANDARD,Irving,NY
14082,STANDARD,Java Center,NY
14083,STANDARD,Java Village,NY
14085,STANDARD,Lake View,NY
14086,STANDARD,Lancaster,NY
14091,STANDARD,Lawtons,NY
14092,STANDARD,Lewiston,NY
14094,STANDARD,Lockport,NY
14095,PO BOX,Lockport,NY
14098,STANDARD,Lyndonville,NY
14101,STANDARD,Machias,NY
14102,STANDARD,Marilla,NY
14103,STANDARD,Medina,NY
14105,STANDARD,Middleport,NY
14107,PO BOX,Model City,NY
14108,STANDARD,Newfane,NY
14109,PO BOX,Niagara University,NY
14110,PO BOX,North Boston,NY
14111,STANDARD,North Collins,NY
14112,PO BOX,North Evans,NY
14113,STANDARD,North Java,NY
14120,STANDARD,North Tonawanda,NY
14125,STANDARD,Oakfield,NY
14126,PO BOX,Olcott,NY
14127,STANDARD,Orchard Park,NY
14129,STANDARD,Perrysburg,NY
14130,PO BOX,Pike,NY
14131,STANDARD,Ransomville,NY
14132,STANDARD,Sanborn,NY
14133,PO BOX,Sandusky,NY
14134,STANDARD,Sardinia,NY
14135,PO BOX,Sheridan,NY
14136,STANDARD,Silver Creek,NY
14138,STANDARD,South Dayton,NY
14139,STANDARD,South Wales,NY
14140,PO BOX,Spring Brook,NY
14141,STANDARD,Springville,NY
14143,STANDARD,Stafford,NY
14144,PO BOX,Stella Niagara,NY
14145,STANDARD,Strykersville,NY
14150,STANDARD,Tonawanda,NY
14151,PO BOX,Tonawanda,NY
14166,PO BOX,Van Buren Point,NY
14167,STANDARD,Varysburg,NY
14168,PO BOX,Versailles,NY
14169,PO BOX,Wales Center,NY
14170,STANDARD,West Falls,NY
14171,STANDARD,West Valley,NY
14172,STANDARD,Wilson,NY
14173,PO BOX,Yorkshire,NY
14174,STANDARD,Youngstown,NY
14201,STANDARD,Buffalo,NY
14202,STANDARD,Buffalo,NY
14203,STANDARD,Buffalo,NY
14204,STANDARD,Buffalo,NY
14205,PO BOX,Buffalo,NY
14206,STANDARD,Buffalo,NY
14207,STANDARD,Buffalo,NY
14208,STANDARD,Buffalo,NY
14209,STANDARD,Buffalo,NY
14210,STANDARD,Buffalo,NY
14211,STANDARD,Buffalo,NY
14212,STANDARD,Buffalo,NY
14213,STANDARD,Buffalo,NY
14214,STANDARD,Buffalo,NY
14215,STANDARD,Buffalo,NY
14216,STANDARD,Buffalo,NY
14217,STANDARD,Buffalo,NY
14218,STANDARD,Buffalo,NY
14219,STANDARD,Buffalo,NY
14220,STANDARD,Buffalo,NY
14221,STANDARD,Buffalo,NY
14222,STANDARD,Buffalo,NY
14223,STANDARD,Buffalo,NY
14224,STANDARD,Buffalo,NY
14225,STANDARD,Buffalo,NY
14226,STANDARD,Buffalo,NY
14227,STANDARD,Buffalo,NY
14228,STANDARD,Buffalo,NY
14231,PO BOX,Buffalo,NY
14233,UNIQUE,Buffalo,NY
14240,PO BOX,Buffalo,NY
14241,UNIQUE,Buffalo,NY
14260,UNIQUE,Buffalo,NY
14261,UNIQUE,Buffalo,NY
14263,UNIQUE,Buffalo,NY
14264,UNIQUE,Buffalo,NY
14265,UNIQUE,Buffalo,NY
14267,UNIQUE,Buffalo,NY
14269,UNIQUE,Buffalo,NY
14270,UNIQUE,Buffalo,NY
14272,UNIQUE,Buffalo,NY
14273,UNIQUE,Buffalo,NY
14276,UNIQUE,Buffalo,NY
14280,STANDARD,Buffalo,NY
14301,STANDARD,Niagara Falls,NY
14302,PO BOX,Niagara Falls,NY
14303,STANDARD,Niagara Falls,NY
14304,STANDARD,Niagara Falls,NY
14305,STANDARD,Niagara Falls,NY
14410,PO BOX,Adams Basin,NY
14411,STANDARD,Albion,NY
14413,PO BOX,Alton,NY
14414,STANDARD,Avon,NY
14415,STANDARD,Bellona,NY
14416,STANDARD,Bergen,NY
14418,STANDARD,Branchport,NY
14420,STANDARD,Brockport,NY
14422,STANDARD,Byron,NY
14423,STANDARD,Caledonia,NY
14424,STANDARD,Canandaigua,NY
14425,STANDARD,Farmington,NY
14427,STANDARD,Castile,NY
14428,STANDARD,Churchville,NY
14429,PO BOX,Clarendon,NY
14430,PO BOX,Clarkson,NY
14432,STANDARD,Clifton Springs,NY
14433,STANDARD,Clyde,NY
14435,STANDARD,Conesus,NY
14437,STANDARD,Dansville,NY
14441,STANDARD,Dresden,NY
14443,PO BOX,East Bloomfield,NY
14445,STANDARD,East Rochester,NY
14449,PO BOX,East Williamson,NY
14450,STANDARD,Fairport,NY
14452,PO BOX,Fancher,NY
14453,PO BOX,Fishers,NY
14454,STANDARD,Geneseo,NY
14456,STANDARD,Geneva,NY
14461,PO BOX,Gorham,NY
14462,STANDARD,Groveland,NY
14463,PO BOX,Hall,NY
14464,STANDARD,Hamlin,NY
14466,STANDARD,Hemlock,NY
14467,STANDARD,Henrietta,NY
14468,STANDARD,Hilton,NY
14469,STANDARD,Bloomfield,NY
14470,STANDARD,Holley,NY
14471,STANDARD,Honeoye,NY
14472,STANDARD,Honeoye Falls,NY
14475,STANDARD,Ionia,NY
14476,STANDARD,Kendall,NY
14477,STANDARD,Kent,NY
14478,STANDARD,Keuka Park,NY
14479,STANDARD,Knowlesville,NY
14480,STANDARD,Lakeville,NY
14481,STANDARD,Leicester,NY
14482,STANDARD,Le Roy,NY
14485,STANDARD,Lima,NY
14486,STANDARD,Linwood,NY
14487,STANDARD,Livonia,NY
14488,PO BOX,Livonia Center,NY
14489,STANDARD,Lyons,NY
14502,STANDARD,Macedon,NY
14504,STANDARD,Manchester,NY
14505,STANDARD,Marion,NY
14506,STANDARD,Mendon,NY
14507,STANDARD,Middlesex,NY
14508,PO BOX,Morton,NY
14510,STANDARD,Mount Morris,NY
14511,PO BOX,Mumford,NY
14512,STANDARD,Naples,NY
14513,STANDARD,Newark,NY
14514,STANDARD,North Chili,NY
14515,PO BOX,North Greece,NY
14516,STANDARD,North Rose,NY
14517,STANDARD,Nunda,NY
14518,PO BOX,Oaks Corners,NY
14519,STANDARD,Ontario,NY
14520,PO BOX,Ontario Center,NY
14521,STANDARD,Ovid,NY
14522,STANDARD,Palmyra,NY
14525,STANDARD,Pavilion,NY
14526,STANDARD,Penfield,NY
14527,STANDARD,Penn Yan,NY
14529,PO BOX,Perkinsville,NY
14530,STANDARD,Perry,NY
14532,STANDARD,Phelps,NY
14533,STANDARD,Piffard,NY
14534,STANDARD,Pittsford,NY
14536,STANDARD,Portageville,NY
14537,PO BOX,Port Gibson,NY
14538,PO BOX,Pultneyville,NY
14539,PO BOX,Retsof,NY
14541,STANDARD,Romulus,NY
14542,PO BOX,Rose,NY
14543,STANDARD,Rush,NY
14544,STANDARD,Rushville,NY
14545,STANDARD,Scottsburg,NY
14546,STANDARD,Scottsville,NY
14547,PO BOX,Seneca Castle,NY
14548,STANDARD,Shortsville,NY
14549,PO BOX,Silver Lake,NY
14550,STANDARD,Silver Springs,NY
14551,STANDARD,Sodus,NY
14555,STANDARD,Sodus Point,NY
14556,PO BOX,Sonyea,NY
14557,PO BOX,South Byron,NY
14558,PO BOX,South Lima,NY
14559,STANDARD,Spencerport,NY
14560,STANDARD,Springwater,NY
14561,STANDARD,Stanley,NY
14563,PO BOX,Union Hill,NY
14564,STANDARD,Victor,NY
14568,STANDARD,Walworth,NY
14569,STANDARD,Warsaw,NY
14571,STANDARD,Waterport,NY
14572,STANDARD,Wayland,NY
14580,STANDARD,Webster,NY
14585,STANDARD,West Bloomfield,NY
14586,STANDARD,West Henrietta,NY
14588,PO BOX,Willard,NY
14589,STANDARD,Williamson,NY
14590,STANDARD,Wolcott,NY
14591,STANDARD,Wyoming,NY
14592,PO BOX,York,NY
14602,PO BOX,Rochester,NY
14603,STANDARD,Rochester,NY
14604,STANDARD,Rochester,NY
14605,STANDARD,Rochester,NY
14606,STANDARD,Rochester,NY
14607,STANDARD,Rochester,NY
14608,STANDARD,Rochester,NY
14609,STANDARD,Rochester,NY
14610,STANDARD,Rochester,NY
14611,STANDARD,Rochester,NY
14612,STANDARD,Rochester,NY
14613,STANDARD,Rochester,NY
14614,STANDARD,Rochester,NY
14615,STANDARD,Rochester,NY
14616,STANDARD,Rochester,NY
14617,STANDARD,Rochester,NY
14618,STANDARD,Rochester,NY
14619,STANDARD,Rochester,NY
14620,STANDARD,Rochester,NY
14621,STANDARD,Rochester,NY
14622,STANDARD,Rochester,NY
14623,STANDARD,Rochester,NY
14624,STANDARD,Rochester,NY
14625,STANDARD,Rochester,NY
14626,STANDARD,Rochester,NY
14627,PO BOX,Rochester,NY
14638,UNIQUE,Rochester,NY
14639,UNIQUE,Rochester,NY
14642,UNIQUE,Rochester,NY
14643,UNIQUE,Rochester,NY
14644,UNIQUE,Rochester,NY
14645,UNIQUE,Rochester,NY
14646,UNIQUE,Rochester,NY
14647,UNIQUE,Rochester,NY
14649,UNIQUE,Rochester,NY
14650,UNIQUE,Rochester,NY
14651,UNIQUE,Rochester,NY
14652,UNIQUE,Rochester,NY
14653,UNIQUE,Rochester,NY
14664,UNIQUE,Rochester,NY
14673,UNIQUE,Rochester,NY
14683,UNIQUE,Rochester,NY
14692,PO BOX,Rochester,NY
14694,UNIQUE,Rochester,NY
14701,STANDARD,Jamestown,NY
14702,PO BOX,Jamestown,NY
14706,STANDARD,Allegany,NY
14707,PO BOX,Allentown,NY
14708,STANDARD,Alma,NY
14709,STANDARD,Angelica,NY
14710,STANDARD,Ashville,NY
14711,STANDARD,Belfast,NY
14712,STANDARD,Bemus Point,NY
14714,STANDARD,Black Creek,NY
14715,STANDARD,Bolivar,NY
14716,STANDARD,Brocton,NY
14717,STANDARD,Caneadea,NY
14718,STANDARD,Cassadaga,NY
14719,STANDARD,Cattaraugus,NY
14720,PO BOX,Celoron,NY
14721,STANDARD,Ceres,NY
