zip,type,primary_city,state
544,UNIQUE,Holtsville,NY
601,STANDARD,Adjuntas,PR
602,STANDARD,Aguada,PR
603,STANDARD,Aguadilla,PR
604,PO BOX,Aguadilla,PR
605,PO BOX,Aguadilla,PR
606,STANDARD,Maricao,PR
610,STANDARD,Anasco,PR
611,PO BOX,Angeles,PR
612,STANDARD,Arecibo,PR
613,PO BOX,Arecibo,PR
614,PO BOX,Arecibo,PR
616,STANDARD,Bajadero,PR
617,STANDARD,Barceloneta,PR
622,STANDARD,Boqueron,PR
623,STANDARD,Cabo Rojo,PR
624,STANDARD,Penuelas,PR
627,STANDARD,Camuy,PR
631,PO BOX,Castaner,PR
636,PO BOX,Rosario,PR
637,STANDARD,Sabana Grande,PR
638,STANDARD,Ciales,PR
641,STANDARD,Utuado,PR
646,STANDARD,Dorado,PR
647,STANDARD,Ensenada,PR
650,STANDARD,Florida,PR
652,STANDARD,Garrochales,PR
653,STANDARD,Guanica,PR
656,STANDARD,Guayanilla,PR
659,STANDARD,Hatillo,PR
660,STANDARD,Hormigueros,PR
662,STANDARD,Isabela,PR
664,STANDARD,Jayuya,PR
667,STANDARD,Lajas,PR
669,STANDARD,Lares,PR
670,STANDARD,Las Marias,PR
674,STANDARD,Manati,PR
676,STANDARD,Moca,PR
677,STANDARD,Rincon,PR
678,STANDARD,Quebradillas,PR
680,STANDARD,Mayaguez,PR
681,PO BOX,Mayaguez,PR
682,STANDARD,Mayaguez,PR
683,STANDARD,San German,PR
685,STANDARD,San Sebastian,PR
687,STANDARD,Morovis,PR
688,STANDARD,Sabana Hoyos,PR
690,STANDARD,San Antonio,PR
692,STANDARD,Vega Alta,PR
693,STANDARD,Vega Baja,PR
694,PO BOX,Vega Baja,PR
698,STANDARD,Yauco,PR
703,STANDARD,Aguas Buenas,PR
704,STANDARD,Aguirre,PR
705,STANDARD,Aibonito,PR
707,STANDARD,Maunabo,PR
714,STANDARD,Arroyo,PR
715,STANDARD,Mercedita,PR
716,STANDARD,Ponce,PR
717,STANDARD,Ponce,PR
718,STANDARD,Naguabo,PR
719,STANDARD,Naranjito,PR
720,STANDARD,Orocovis,PR
721,PO BOX,Palmer,PR
723,STANDARD,Patillas,PR
725,STANDARD,Caguas,PR
726,PO BOX,Caguas,PR
727,STANDARD,Caguas,PR
728,STANDARD,Ponce,PR
729,STANDARD,Canovanas,PR
730,STANDARD,Ponce,PR
731,STANDARD,Ponce,PR
732,PO BOX,Ponce,PR
733,PO BOX,Ponce,PR
734,PO BOX,Ponce,PR
735,STANDARD,Ceiba,PR
736,STANDARD,Cayey,PR
737,PO BOX,Cayey,PR
738,STANDARD,Fajardo,PR
739,STANDARD,Cidra,PR
740,STANDARD,Puerto Real,PR
741,STANDARD,Punta Santiago,PR
742,PO BOX,Roosevelt Roads,PR
744,PO BOX,Rio Blanco,PR
745,STANDARD,Rio Grande,PR
751,STANDARD,Salinas,PR
754,STANDARD,San Lorenzo,PR
757,STANDARD,Santa Isabel,PR
765,STANDARD,Vieques,PR
766,STANDARD,Villalba,PR
767,STANDARD,Yabucoa,PR
769,STANDARD,Coamo,PR
771,STANDARD,Las Piedras,PR
772,STANDARD,Loiza,PR
773,STANDARD,Luquillo,PR
775,PO BOX,Culebra,PR
777,STANDARD,Juncos,PR
778,STANDARD,Gurabo,PR
780,STANDARD,Coto Laurel,PR
782,STANDARD,Comerio,PR
783,STANDARD,Corozal,PR
784,STANDARD,Guayama,PR
785,PO BOX,Guayama,PR
786,PO BOX,La Plata,PR
791,STANDARD,Humacao,PR
792,PO BOX,Humacao,PR
794,STANDARD,Barranquitas,PR
795,STANDARD,Juana Diaz,PR
801,PO BOX,St Thomas,VI
802,STANDARD,St Thomas,VI
803,PO BOX,St Thomas,VI
804,PO BOX,St Thomas,VI
805,PO BOX,St Thomas,VI
820,STANDARD,Christiansted,VI
821,PO BOX,Christiansted,VI
822,PO BOX,Christiansted,VI
823,PO BOX,Christiansted,VI
824,PO BOX,Christiansted,VI
830,STANDARD,St John,VI
831,PO BOX,St John,VI
840,STANDARD,Frederiksted,VI
841,PO BOX,Frederiksted,VI
850,STANDARD,Kingshill,VI
851,PO BOX,Kingshill,VI
901,STANDARD,San Juan,PR
902,PO BOX,San Juan,PR
906,PO BOX,San Juan,PR
907,STANDARD,San Juan,PR
908,PO BOX,San Juan,PR
909,STANDARD,San Juan,PR
910,PO BOX,San Juan,PR
911,STANDARD,San Juan,PR
912,STANDARD,San Juan,PR
913,STANDARD,San Juan,PR
914,PO BOX,San Juan,PR
915,STANDARD,San Juan,PR
916,PO BOX,San Juan,PR
917,STANDARD,San Juan,PR
918,STANDARD,San Juan,PR
919,PO BOX,San Juan,PR
920,STANDARD,San Juan,PR
921,STANDARD,San Juan,PR
922,PO BOX,San Juan,PR
923,STANDARD,San Juan,PR
924,STANDARD,San Juan,PR
925,STANDARD,San Juan,PR
926,STANDARD,San Juan,PR
927,STANDARD,San Juan,PR
928,PO BOX,San Juan,PR
929,PO BOX,San Juan,PR
930,PO BOX,San Juan,PR
931,PO BOX,San Juan,PR
933,PO BOX,San Juan,PR
934,STANDARD,Fort Buchanan,PR
935,UNIQUE,San Juan,PR
936,PO BOX,San Juan,PR
937,PO BOX,San Juan,PR
939,UNIQUE,San Juan,PR
940,PO BOX,San Juan,PR
949,STANDARD,Toa Baja,PR
950,PO BOX,Toa Baja,PR
951,PO BOX,Toa Baja,PR
952,STANDARD,Sabana Seca,PR
953,STANDARD,Toa Alta,PR
954,PO BOX,Toa Alta,PR
955,PO BOX,San Juan,PR
956,STANDARD,Bayamon,PR
957,STANDARD,Bayamon,PR
958,PO BOX,Bayamon,PR
959,STANDARD,Bayamon,PR
960,PO BOX,Bayamon,PR
961,STANDARD,Bayamon,PR
962,STANDARD,Catano,PR
963,PO BOX,Catano,PR
965,STANDARD,Guaynabo,PR
966,STANDARD,Guaynabo,PR
968,STANDARD,Guaynabo,PR
969,STANDARD,Guaynabo,PR
970,PO BOX,Guaynabo,PR
971,STANDARD,Guaynabo,PR
975,UNIQUE,San Juan,PR
976,STANDARD,Trujillo Alto,PR
977,PO BOX,Trujillo Alto,PR
978,PO BOX,Saint Just,PR
979,STANDARD,Carolina,PR
981,PO BOX,Carolina,PR
982,STANDARD,Carolina,PR
983,STANDARD,Carolina,PR
984,PO BOX,Carolina,PR
985,STANDARD,Carolina,PR
986,PO BOX,Carolina,PR
987,STANDARD,Carolina,PR
988,PO BOX,Carolina,PR
1001,STANDARD,Agawam,MA
1002,STANDARD,Amherst,MA
1003,PO BOX,Amherst,MA
1004,PO BOX,Amherst,MA
1005,STANDARD,Barre,MA
1007,STANDARD,Belchertown,MA
1008,STANDARD,Blandford,MA
1009,PO BOX,Bondsville,MA
1010,STANDARD,Brimfield,MA
1011,STANDARD,Chester,MA
1012,STANDARD,Chesterfield,MA
1013,STANDARD,Chicopee,MA
1014,PO BOX,Chicopee,MA
1020,STANDARD,Chicopee,MA
1021,PO BOX,Chicopee,MA
1022,STANDARD,Chicopee,MA
1026,STANDARD,Cummington,MA
1027,STANDARD,Easthampton,MA
1028,STANDARD,East Longmeadow,MA
1029,PO BOX,East Otis,MA
1030,STANDARD,Feeding Hills,MA
1031,STANDARD,Gilbertville,MA
1032,STANDARD,Goshen,MA
1033,STANDARD,Granby,MA
1034,STANDARD,Granville,MA
1035,STANDARD,Hadley,MA
1036,STANDARD,Hampden,MA
1037,PO BOX,Hardwick,MA
1038,STANDARD,Hatfield,MA
1039,STANDARD,Haydenville,MA
1040,STANDARD,Holyoke,MA
1041,PO BOX,Holyoke,MA
1050,STANDARD,Huntington,MA
1053,STANDARD,Leeds,MA
1054,STANDARD,Leverett,MA
1056,STANDARD,Ludlow,MA
1057,STANDARD,Monson,MA
1059,PO BOX,North Amherst,MA
1060,STANDARD,Northampton,MA
1061,PO BOX,Northampton,MA
1062,STANDARD,Florence,MA
1063,UNIQUE,Northampton,MA
1066,PO BOX,North Hatfield,MA
1068,STANDARD,Oakham,MA
1069,STANDARD,Palmer,MA
1070,STANDARD,Plainfield,MA
1071,STANDARD,Russell,MA
1072,STANDARD,Shutesbury,MA
1073,STANDARD,Southampton,MA
1074,PO BOX,South Barre,MA
1075,STANDARD,South Hadley,MA
1077,STANDARD,Southwick,MA
1079,PO BOX,Thorndike,MA
1080,STANDARD,Three Rivers,MA
1081,STANDARD,Wales,MA
1082,STANDARD,Ware,MA
1083,PO BOX,Warren,MA
1084,STANDARD,West Chesterfield,MA
1085,STANDARD,Westfield,MA
1086,PO BOX,Westfield,MA
1088,STANDARD,West Hatfield,MA
1089,STANDARD,West Springfield,MA
1090,PO BOX,West Springfield,MA
1092,PO BOX,West Warren,MA
1093,PO BOX,Whately,MA
1094,PO BOX,Wheelwright,MA
1095,STANDARD,Wilbraham,MA
1096,STANDARD,Williamsburg,MA
1097,PO BOX,Woronoco,MA
1098,STANDARD,Worthington,MA
1101,PO BOX,Springfield,MA
1102,PO BOX,Springfield,MA
1103,STANDARD,Springfield,MA
1104,STANDARD,Springfield,MA
1105,STANDARD,Springfield,MA
1106,STANDARD,Longmeadow,MA
1107,STANDARD,Springfield,MA
1108,STANDARD,Springfield,MA
1109,STANDARD,Springfield,MA
1111,UNIQUE,Springfield,MA
1115,PO BOX,Springfield,MA
1116,PO BOX,Longmeadow,MA
1118,STANDARD,Springfield,MA
1119,STANDARD,Springfield,MA
1128,STANDARD,Springfield,MA
1129,STANDARD,Springfield,MA
1133,UNIQUE,Springfield,MA
1138,PO BOX,Springfield,MA
1139,PO BOX,Springfield,MA
1144,STANDARD,Springfield,MA
1151,STANDARD,Indian Orchard,MA
1152,STANDARD,Springfield,MA
1195,STANDARD,Springfield,MA
1199,UNIQUE,Springfield,MA
1201,STANDARD,Pittsfield,MA
1202,PO BOX,Pittsfield,MA
1203,PO BOX,Pittsfield,MA
1220,STANDARD,Adams,MA
1222,STANDARD,Ashley Falls,MA
1223,STANDARD,Becket,MA
1224,STANDARD,Berkshire,MA
1225,STANDARD,Cheshire,MA
1226,STANDARD,Dalton,MA
1227,PO BOX,Dalton,MA
1229,PO BOX,Glendale,MA
1230,STANDARD,Great Barrington,MA
1235,STANDARD,Hinsdale,MA
1236,STANDARD,Housatonic,MA
1237,STANDARD,Lanesboro,MA
1238,STANDARD,Lee,MA
1240,STANDARD,Lenox,MA
1242,PO BOX,Lenox Dale,MA
1243,PO BOX,Middlefield,MA
1244,PO BOX,Mill River,MA
1245,STANDARD,Monterey,MA
1247,STANDARD,North Adams,MA
1252,PO BOX,North Egremont,MA
1253,STANDARD,Otis,MA
1254,STANDARD,Richmond,MA
1255,STANDARD,Sandisfield,MA
1256,STANDARD,Savoy,MA
1257,STANDARD,Sheffield,MA
1258,STANDARD,South Egremont,MA
1259,STANDARD,Southfield,MA
1260,PO BOX,South Lee,MA
1262,PO BOX,Stockbridge,MA
1263,UNIQUE,Stockbridge,MA
1264,PO BOX,Tyringham,MA
1266,STANDARD,West Stockbridge,MA
1267,STANDARD,Williamstown,MA
1270,STANDARD,Windsor,MA
1301,STANDARD,Greenfield,MA
1302,PO BOX,Greenfield,MA
1330,STANDARD,Ashfield,MA
1331,STANDARD,Athol,MA
1337,STANDARD,Bernardston,MA
1338,STANDARD,Buckland,MA
1339,STANDARD,Charlemont,MA
1340,STANDARD,Colrain,MA
1341,STANDARD,Conway,MA
1342,STANDARD,Deerfield,MA
1343,STANDARD,Drury,MA
1344,STANDARD,Erving,MA
1346,STANDARD,Heath,MA
1347,PO BOX,Lake Pleasant,MA
1349,STANDARD,Millers Falls,MA
1350,PO BOX,Monroe Bridge,MA
1351,STANDARD,Montague,MA
1354,STANDARD,Gill,MA
1355,STANDARD,New Salem,MA
1360,STANDARD,Northfield,MA
1364,STANDARD,Orange,MA
1366,STANDARD,Petersham,MA
1367,STANDARD,Rowe,MA
1368,STANDARD,Royalston,MA
1370,STANDARD,Shelburne Falls,MA
1373,STANDARD,South Deerfield,MA
1375,STANDARD,Sunderland,MA
1376,STANDARD,Turners Falls,MA
1378,STANDARD,Warwick,MA
1379,STANDARD,Wendell,MA
1380,STANDARD,Wendell Depot,MA
1420,STANDARD,Fitchburg,MA
1430,STANDARD,Ashburnham,MA
1431,STANDARD,Ashby,MA
1432,STANDARD,Ayer,MA
1434,STANDARD,Devens,MA
1436,STANDARD,Baldwinville,MA
1438,PO BOX,East Templeton,MA
1440,STANDARD,Gardner,MA
1441,UNIQUE,Westminster,MA
1450,STANDARD,Groton,MA
1451,STANDARD,Harvard,MA
1452,STANDARD,Hubbardston,MA
1453,STANDARD,Leominster,MA
1460,STANDARD,Littleton,MA
1462,STANDARD,Lunenburg,MA
1463,STANDARD,Pepperell,MA
1464,STANDARD,Shirley,MA
1467,PO BOX,Still River,MA
1468,STANDARD,Templeton,MA
1469,STANDARD,Townsend,MA
1470,UNIQUE,Groton,MA
1471,UNIQUE,Groton,MA
1472,PO BOX,West Groton,MA
1473,STANDARD,Westminster,MA
1474,STANDARD,West Townsend,MA
1475,STANDARD,Winchendon,MA
1477,PO BOX,Winchendon Springs,MA
1501,STANDARD,Auburn,MA
1503,STANDARD,Berlin,MA
1504,STANDARD,Blackstone,MA
1505,STANDARD,Boylston,MA
1506,STANDARD,Brookfield,MA
1507,STANDARD,Charlton,MA
1508,PO BOX,Charlton City,MA
1509,PO BOX,Charlton Depot,MA
1510,STANDARD,Clinton,MA
1515,STANDARD,East Brookfield,MA
1516,STANDARD,Douglas,MA
1517,PO BOX,East Princeton,MA
1518,STANDARD,Fiskdale,MA
1519,STANDARD,Grafton,MA
1520,STANDARD,Holden,MA
1521,STANDARD,Holland,MA
1522,STANDARD,Jefferson,MA
1523,STANDARD,Lancaster,MA
1524,STANDARD,Leicester,MA
1525,PO BOX,Linwood,MA
1526,PO BOX,Manchaug,MA
1527,STANDARD,Millbury,MA
1529,STANDARD,Millville,MA
1531,STANDARD,New Braintree,MA
1532,STANDARD,Northborough,MA
1534,STANDARD,Northbridge,MA
1535,STANDARD,North Brookfield,MA
1536,STANDARD,North Grafton,MA
1537,STANDARD,North Oxford,MA
1538,PO BOX,North Uxbridge,MA
1540,STANDARD,Oxford,MA
1541,STANDARD,Princeton,MA
1542,STANDARD,Rochdale,MA
1543,STANDARD,Rutland,MA
1545,STANDARD,Shrewsbury,MA
1546,UNIQUE,Shrewsbury,MA
1550,STANDARD,Southbridge,MA
1560,STANDARD,South Grafton,MA
1561,PO BOX,South Lancaster,MA
1562,STANDARD,Spencer,MA
1564,STANDARD,Sterling,MA
1566,STANDARD,Sturbridge,MA
1568,STANDARD,Upton,MA
1569,STANDARD,Uxbridge,MA
1570,STANDARD,Webster,MA
1571,STANDARD,Dudley,MA
1580,UNIQUE,Westborough,MA
1581,STANDARD,Westborough,MA
1582,UNIQUE,Westborough,MA
1583,STANDARD,West Boylston,MA
1585,STANDARD,West Brookfield,MA
1586,PO BOX,West Millbury,MA
1588,STANDARD,Whitinsville,MA
1590,STANDARD,Sutton,MA
1601,PO BOX,Worcester,MA
1602,STANDARD,Worcester,MA
1603,STANDARD,Worcester,MA
1604,STANDARD,Worcester,MA
1605,STANDARD,Worcester,MA
1606,STANDARD,Worcester,MA
1607,STANDARD,Worcester,MA
1608,STANDARD,Worcester,MA
1609,STANDARD,Worcester,MA
1610,STANDARD,Worcester,MA
1611,STANDARD,Cherry Valley,MA
1612,STANDARD,Paxton,MA
1613,PO BOX,Worcester,MA
1614,PO BOX,Worcester,MA
1615,PO BOX,Worcester,MA
1653,UNIQUE,Worcester,MA
1654,UNIQUE,Worcester,MA
1655,STANDARD,Worcester,MA
1701,STANDARD,Framingham,MA
1702,STANDARD,Framingham,MA
1703,PO BOX,Framingham,MA
1704,PO BOX,Framingham,MA
1705,PO BOX,Framingham,MA
1718,STANDARD,Village Of Nagog Woods,MA
1719,STANDARD,Boxborough,MA
1720,STANDARD,Acton,MA
1721,STANDARD,Ashland,MA
1730,STANDARD,Bedford,MA
1731,STANDARD,Hanscom Afb,MA
1740,STANDARD,Bolton,MA
1741,STANDARD,Carlisle,MA
1742,STANDARD,Concord,MA
1745,STANDARD,Fayville,MA
1746,STANDARD,Holliston,MA
1747,STANDARD,Hopedale,MA
1748,STANDARD,Hopkinton,MA
1749,STANDARD,Hudson,MA
1752,STANDARD,Marlborough,MA
1754,STANDARD,Maynard,MA
1756,STANDARD,Mendon,MA
1757,STANDARD,Milford,MA
1760,STANDARD,Natick,MA
1770,STANDARD,Sherborn,MA
1772,STANDARD,Southborough,MA
1773,STANDARD,Lincoln,MA
1775,STANDARD,Stow,MA
1776,STANDARD,Sudbury,MA
1778,STANDARD,Wayland,MA
1784,PO BOX,Woodville,MA
1801,STANDARD,Woburn,MA
1803,STANDARD,Burlington,MA
1805,UNIQUE,Burlington,MA
1806,UNIQUE,Woburn,MA
1807,UNIQUE,Woburn,MA
1808,UNIQUE,Woburn,MA
1810,STANDARD,Andover,MA
1812,UNIQUE,Andover,MA
1813,UNIQUE,Woburn,MA
1815,UNIQUE,Woburn,MA
1821,STANDARD,Billerica,MA
1822,PO BOX,Billerica,MA
1824,STANDARD,Chelmsford,MA
1826,STANDARD,Dracut,MA
1827,STANDARD,Dunstable,MA
1830,STANDARD,Haverhill,MA
1831,PO BOX,Haverhill,MA
1832,STANDARD,Haverhill,MA
1833,STANDARD,Georgetown,MA
1834,STANDARD,Groveland,MA
1835,STANDARD,Haverhill,MA
1840,STANDARD,Lawrence,MA
1841,STANDARD,Lawrence,MA
1842,PO BOX,Lawrence,MA
1843,STANDARD,Lawrence,MA
1844,STANDARD,Methuen,MA
1845,STANDARD,North Andover,MA
1850,STANDARD,Lowell,MA
1851,STANDARD,Lowell,MA
1852,STANDARD,Lowell,MA
1853,PO BOX,Lowell,MA
1854,STANDARD,Lowell,MA
1860,STANDARD,Merrimac,MA
1862,STANDARD,North Billerica,MA
1863,STANDARD,North Chelmsford,MA
1864,STANDARD,North Reading,MA
1865,PO BOX,Nutting Lake,MA
1866,PO BOX,Pinehurst,MA
1867,STANDARD,Reading,MA
1876,STANDARD,Tewksbury,MA
1879,STANDARD,Tyngsboro,MA
1880,STANDARD,Wakefield,MA
1885,PO BOX,West Boxford,MA
1886,STANDARD,Westford,MA
1887,STANDARD,Wilmington,MA
1888,PO BOX,Woburn,MA
1889,UNIQUE,North Reading,MA
1890,STANDARD,Winchester,MA
1899,UNIQUE,Andover,MA
1901,STANDARD,Lynn,MA
1902,STANDARD,Lynn,MA
1903,PO BOX,Lynn,MA
1904,STANDARD,Lynn,MA
1905,STANDARD,Lynn,MA
1906,STANDARD,Saugus,MA
1907,STANDARD,Swampscott,MA
1908,STANDARD,Nahant,MA
1910,UNIQUE,Lynn,MA
1913,STANDARD,Amesbury,MA
1915,STANDARD,Beverly,MA
1921,STANDARD,Boxford,MA
1922,STANDARD,Byfield,MA
1923,STANDARD,Danvers,MA
1929,STANDARD,Essex,MA
1930,STANDARD,Gloucester,MA
1931,PO BOX,Gloucester,MA
1936,PO BOX,Hamilton,MA
1937,PO BOX,Hathorne,MA
1938,STANDARD,Ipswich,MA
1940,STANDARD,Lynnfield,MA
1944,STANDARD,Manchester,MA
1945,STANDARD,Marblehead,MA
1949,STANDARD,Middleton,MA
1950,STANDARD,Newburyport,MA
1951,STANDARD,Newbury,MA
1952,STANDARD,Salisbury,MA
1960,STANDARD,Peabody,MA
1961,PO BOX,Peabody,MA
1965,PO BOX,Prides Crossing,MA
1966,STANDARD,Rockport,MA
1969,STANDARD,Rowley,MA
1970,STANDARD,Salem,MA
1971,PO BOX,Salem,MA
1982,STANDARD,South Hamilton,MA
1983,STANDARD,Topsfield,MA
1984,STANDARD,Wenham,MA
1985,STANDARD,West Newbury,MA
2018,PO BOX,Accord,MA
2019,STANDARD,Bellingham,MA
2020,PO BOX,Brant Rock,MA
2021,STANDARD,Canton,MA
2025,STANDARD,Cohasset,MA
2026,STANDARD,Dedham,MA
2027,PO BOX,Dedham,MA
2030,STANDARD,Dover,MA
2031,STANDARD,East Mansfield,MA
2032,STANDARD,East Walpole,MA
2035,STANDARD,Foxboro,MA
2038,STANDARD,Franklin,MA
2040,PO BOX,Greenbush,MA
2041,PO BOX,Green Harbor,MA
2043,STANDARD,Hingham,MA
2044,UNIQUE,Hingham,MA
2045,STANDARD,Hull,MA
2047,PO BOX,Humarock,MA
2048,STANDARD,Mansfield,MA
2050,STANDARD,Marshfield,MA
2051,PO BOX,Marshfield Hills,MA
2052,STANDARD,Medfield,MA
2053,STANDARD,Medway,MA
2054,STANDARD,Millis,MA
2055,PO BOX,Minot,MA
2056,STANDARD,Norfolk,MA
2059,PO BOX,North Marshfield,MA
2060,PO BOX,North Scituate,MA
2061,STANDARD,Norwell,MA
2062,STANDARD,Norwood,MA
2065,PO BOX,Ocean Bluff,MA
2066,STANDARD,Scituate,MA
2067,STANDARD,Sharon,MA
2070,PO BOX,Sheldonville,MA
2071,STANDARD,South Walpole,MA
2072,STANDARD,Stoughton,MA
2081,STANDARD,Walpole,MA
2090,STANDARD,Westwood,MA
2093,STANDARD,Wrentham,MA
2108,STANDARD,Boston,MA
2109,STANDARD,Boston,MA
2110,STANDARD,Boston,MA
2111,STANDARD,Boston,MA
2112,PO BOX,Boston,MA
2113,STANDARD,Boston,MA
2114,STANDARD,Boston,MA
2115,STANDARD,Boston,MA
2116,STANDARD,Boston,MA
2117,PO BOX,Boston,MA
2118,STANDARD,Boston,MA
2119,STANDARD,Roxbury,MA
2120,STANDARD,Roxbury Crossing,MA
2121,STANDARD,Dorchester,MA
2122,STANDARD,Dorchester,MA
2123,PO BOX,Boston,MA
2124,STANDARD,Dorchester Center,MA
2125,STANDARD,Dorchester,MA
2126,STANDARD,Mattapan,MA
2127,STANDARD,Boston,MA
2128,STANDARD,Boston,MA
2129,STANDARD,Charlestown,MA
2130,STANDARD,Jamaica Plain,MA
2131,STANDARD,Roslindale,MA
2132,STANDARD,West Roxbury,MA
2133,STANDARD,Boston,MA
2134,STANDARD,Allston,MA
2135,STANDARD,Brighton,MA
2136,STANDARD,Hyde Park,MA
2137,PO BOX,Readville,MA
2138,STANDARD,Cambridge,MA
2139,STANDARD,Cambridge,MA
2140,STANDARD,Cambridge,MA
2141,STANDARD,Cambridge,MA
2142,STANDARD,Cambridge,MA
2143,STANDARD,Somerville,MA
2144,STANDARD,Somerville,MA
2145,STANDARD,Somerville,MA
2148,STANDARD,Malden,MA
2149,STANDARD,Everett,MA
2150,STANDARD,Chelsea,MA
2151,STANDARD,Revere,MA
2152,STANDARD,Winthrop,MA
2153,PO BOX,Medford,MA
2155,STANDARD,Medford,MA
2156,PO BOX,West Medford,MA
2163,STANDARD,Boston,MA
2169,STANDARD,Quincy,MA
2170,STANDARD,Quincy,MA
2171,STANDARD,Quincy,MA
2176,STANDARD,Melrose,MA
2180,STANDARD,Stoneham,MA
2184,STANDARD,Braintree,MA
2185,PO BOX,Braintree,MA
2186,STANDARD,Milton,MA
2187,PO BOX,Milton Village,MA
2188,STANDARD,Weymouth,MA
2189,STANDARD,East Weymouth,MA
2190,STANDARD,South Weymouth,MA
2191,STANDARD,North Weymouth,MA
2196,PO BOX,Boston,MA
2199,STANDARD,Boston,MA
2201,UNIQUE,Boston,MA
2203,STANDARD,Boston,MA
2204,UNIQUE,Boston,MA
2205,PO BOX,Boston,MA
2206,UNIQUE,Boston,MA
2207,UNIQUE,Boston,MA
2210,STANDARD,Boston,MA
2211,UNIQUE,Boston,MA
2212,UNIQUE,Boston,MA
2215,STANDARD,Boston,MA
2216,UNIQUE,Boston,MA
2217,UNIQUE,Boston,MA
2222,STANDARD,Boston,MA
2228,PO BOX,East Boston,MA
2238,PO BOX,Cambridge,MA
2239,UNIQUE,Cambridge,MA
2241,UNIQUE,Boston,MA
2266,UNIQUE,Boston,MA
2269,PO BOX,Quincy,MA
2283,STANDARD,Boston,MA
2284,STANDARD,Boston,MA
2293,UNIQUE,Boston,MA
2295,UNIQUE,Boston,MA
2297,UNIQUE,Boston,MA
2298,PO BOX,Boston,MA
2301,STANDARD,Brockton,MA
2302,STANDARD,Brockton,MA
2303,PO BOX,Brockton,MA
2304,PO BOX,Brockton,MA
2305,PO BOX,Brockton,MA
2322,STANDARD,Avon,MA
2324,STANDARD,Bridgewater,MA
2325,UNIQUE,Bridgewater,MA
2327,PO BOX,Bryantville,MA
2330,STANDARD,Carver,MA
2331,PO BOX,Duxbury,MA
2332,STANDARD,Duxbury,MA
2333,STANDARD,East Bridgewater,MA
2334,PO BOX,Easton,MA
2337,PO BOX,Elmwood,MA
2338,STANDARD,Halifax,MA
2339,STANDARD,Hanover,MA
2340,UNIQUE,Hanover,MA
2341,STANDARD,Hanson,MA
2343,STANDARD,Holbrook,MA
2344,UNIQUE,Middleboro,MA
2345,PO BOX,Manomet,MA
2346,STANDARD,Middleboro,MA
2347,STANDARD,Lakeville,MA
2348,UNIQUE,Lakeville,MA
2349,UNIQUE,Middleboro,MA
2350,PO BOX,Monponsett,MA
2351,STANDARD,Abington,MA
2355,PO BOX,North Carver,MA
2356,STANDARD,North Easton,MA
2357,UNIQUE,North Easton,MA
2358,PO BOX,North Pembroke,MA
2359,STANDARD,Pembroke,MA
2360,STANDARD,Plymouth,MA
2361,PO BOX,Plymouth,MA
2362,PO BOX,Plymouth,MA
2364,STANDARD,Kingston,MA
2366,PO BOX,South Carver,MA
2367,STANDARD,Plympton,MA
2368,STANDARD,Randolph,MA
2370,STANDARD,Rockland,MA
2375,STANDARD,South Easton,MA
2379,STANDARD,West Bridgewater,MA
2381,PO BOX,White Horse Beach,MA
2382,STANDARD,Whitman,MA
2420,STANDARD,Lexington,MA
2421,STANDARD,Lexington,MA
2445,STANDARD,Brookline,MA
2446,STANDARD,Brookline,MA
2447,PO BOX,Brookline Village,MA
2451,STANDARD,Waltham,MA
2452,STANDARD,Waltham,MA
2453,STANDARD,Waltham,MA
2454,PO BOX,Waltham,MA
2455,PO BOX,North Waltham,MA
2456,PO BOX,New Town,MA
2457,PO BOX,Babson Park,MA
2458,STANDARD,Newton,MA
2459,STANDARD,Newton Center,MA
2460,STANDARD,Newtonville,MA
2461,STANDARD,Newton Highlands,MA
2462,STANDARD,Newton Lower Falls,MA
2464,STANDARD,Newton Upper Falls,MA
2465,STANDARD,West Newton,MA
2466,STANDARD,Auburndale,MA
2467,STANDARD,Chestnut Hill,MA
2468,STANDARD,Waban,MA
2471,PO BOX,Watertown,MA
2472,STANDARD,Watertown,MA
2474,STANDARD,Arlington,MA
2475,PO BOX,Arlington Heights,MA
2476,STANDARD,Arlington,MA
2477,UNIQUE,Watertown,MA
2478,STANDARD,Belmont,MA
2479,PO BOX,Waverley,MA
2481,STANDARD,Wellesley Hills,MA
2482,STANDARD,Wellesley,MA
2492,STANDARD,Needham,MA
2493,STANDARD,Weston,MA
2494,STANDARD,Needham Heights,MA
2495,PO BOX,Nonantum,MA
2532,STANDARD,Buzzards Bay,MA
2534,PO BOX,Cataumet,MA
2535,STANDARD,Chilmark,MA
2536,STANDARD,East Falmouth,MA
2537,STANDARD,East Sandwich,MA
2538,STANDARD,East Wareham,MA
2539,STANDARD,Edgartown,MA
2540,STANDARD,Falmouth,MA
2541,PO BOX,Falmouth,MA
2542,STANDARD,Buzzards Bay,MA
2543,STANDARD,Woods Hole,MA
2552,PO BOX,Menemsha,MA
2553,PO BOX,Monument Beach,MA
2554,STANDARD,Nantucket,MA
2556,STANDARD,North Falmouth,MA
2557,STANDARD,Oak Bluffs,MA
2558,PO BOX,Onset,MA
2559,STANDARD,Pocasset,MA
2561,PO BOX,Sagamore,MA
2562,STANDARD,Sagamore Beach,MA
2563,STANDARD,Sandwich,MA
2564,PO BOX,Siasconset,MA
2565,PO BOX,Silver Beach,MA
2568,STANDARD,Vineyard Haven,MA
